0 U (0, 0) [0, 0]
9395 R (-36, -11) [1, 5]
9396 D (-36, -12) [0, 10]
9397 R (-35, -12) [1, 7]
9398 D (-35, -13) [1, 3]
9399 L (-36, -13) [0, 8]
9400 D (-36, -14) [0, 4]
9401 L (-37, -14) [0, 2]
9402 D (-37, -15) [0, 2]
9403 R (-36, -15) [0, 2]
9404 D (-36, -16) [1, 1]
9405 R (-35, -16) [1, 1]
9406 D (-35, -17) [0, 2]
9407 L (-36, -17) [0, 2]
9408 D (-36, -18) [0, 2]
9409 R (-35, -18) [0, 2]
9410 D (-35, -19) [1, 1]
9411 R (-34, -19) [0, 0]
9412 D (-34, -20) [0, 0]
9413 L (-35, -20) [0, 0]
9414 U (-35, -19) [0, 2]
9415 L (-36, -19) [1, 1]
9416 U (-36, -18) [1, 3]
9417 L (-37, -18) [1, 1]
9418 D (-37, -19) [0, 0]
9419 L (-38, -19) [0, 0]
9420 U (-38, -18) [0, 0]
9421 L (-39, -18) [0, 0]
9422 U (-39, -17) [0, 0]
9423 R (-38, -17) [0, 0]
9424 D (-38, -18) [1, 1]
9425 R (-37, -18) [0, 2]
9426 U (-37, -17) [1, 1]
9427 R (-36, -17) [1, 3]
9428 D (-36, -18) [0, 4]
9429 L (-37, -18) [1, 3]
9430 D (-37, -19) [1, 1]
9431 R (-36, -19) [0, 2]
9432 D (-36, -20) [0, 0]
9433 L (-37, -20) [0, 0]
9434 U (-37, -19) [0, 2]
9435 L (-38, -19) [1, 1]
9436 D (-38, -20) [0, 0]
9437 R (-37, -20) [1, 1]
9438 D (-37, -21) [0, 0]
9439 L (-38, -21) [0, 0]
9440 D (-38, -22) [0, 0]
9441 R (-37, -22) [0, 0]
9442 D (-37, -23) [0, 0]
9443 L (-38, -23) [0, 0]
9444 U (-38, -22) [1, 1]
9445 L (-39, -22) [0, 0]
9446 D (-39, -23) [0, 0]
9447 L (-40, -23) [0, 0]
9448 D (-40, -24) [0, 0]
9449 L (-41, -24) [0, 0]
9450 U (-41, -23) [0, 0]
9451 R (-40, -23) [1, 1]
9452 U (-40, -22) [0, 0]
9453 R (-39, -22) [1, 1]
9454 U (-39, -21) [0, 0]
9455 L (-40, -21) [0, 0]
9456 U (-40, -20) [0, 0]
9457 R (-39, -20) [0, 0]
9458 D (-39, -21) [1, 1]
9459 R (-38, -21) [1, 1]
9460 U (-38, -20) [1, 1]
9461 L (-39, -20) [1, 1]
9462 U (-39, -19) [0, 0]
9463 R (-38, -19) [0, 2]
9464 U (-38, -18) [0, 2]
9465 R (-37, -18) [0, 4]
9466 D (-37, -19) [1, 3]
9467 R (-36, -19) [1, 3]
9468 U (-36, -18) [1, 5]
9469 R (-35, -18) [1, 3]
9470 D (-35, -19) [1, 3]
9471 L (-36, -19) [0, 4]
9472 D (-36, -20) [1, 1]
9473 R (-35, -20) [1, 1]
9474 U (-35, -19) [0, 4]
9475 R (-34, -19) [1, 1]
9476 U (-34, -18) [1, 1]
9477 R (-33, -18) [0, 0]
9478 U (-33, -17) [0, 0]
9479 L (-34, -17) [1, 1]
9480 U (-34, -16) [1, 1]
9481 R (-33, -16) [0, 0]
9482 D (-33, -17) [1, 1]
9483 L (-34, -17) [0, 2]
9484 D (-34, -18) [0, 2]
9485 L (-35, -18) [0, 4]
9486 D (-35, -19) [1, 5]
9487 L (-36, -19) [1, 5]
9488 D (-36, -20) [0, 2]
9489 L (-37, -20) [0, 2]
9490 D (-37, -21) [1, 1]
9491 L (-38, -21) [0, 2]
9492 U (-38, -20) [0, 2]
9493 L (-39, -20) [0, 2]
9494 U (-39, -19) [1, 1]
9495 L (-40, -19) [0, 0]
9496 U (-40, -18) [0, 0]
9497 L (-41, -18) [0, 0]
9498 D (-41, -19) [0, 0]
9499 L (-42, -19) [0, 0]
9500 U (-42, -18) [0, 0]
9501 L (-43, -18) [0, 0]
9502 U (-43, -17) [0, 0]
9503 R (-42, -17) [0, 0]
9504 D (-42, -18) [1, 1]
9505 L (-43, -18) [1, 1]
9506 D (-43, -19) [0, 0]
9507 L (-44, -19) [0, 0]
9508 U (-44, -18) [0, 0]
9509 R (-43, -18) [0, 2]
9510 D (-43, -19) [1, 1]
9511 R (-42, -19) [1, 1]
9512 U (-42, -18) [0, 2]
9513 R (-41, -18) [1, 1]
9514 U (-41, -17) [0, 0]
9515 L (-42, -17) [1, 1]
9516 U (-42, -16) [0, 0]
9517 R (-41, -16) [0, 0]
9518 D (-41, -17) [1, 1]
9519 R (-40, -17) [0, 0]
9520 D (-40, -18) [1, 1]
9521 L (-41, -18) [0, 2]
9522 D (-41, -19) [1, 1]
9523 R (-40, -19) [1, 1]
9524 D (-40, -20) [1, 1]
9525 R (-39, -20) [1, 3]
9526 D (-39, -21) [0, 2]
9527 L (-40, -21) [1, 1]
9528 D (-40, -22) [1, 1]
9529 L (-41, -22) [0, 0]
9530 U (-41, -21) [0, 0]
9531 L (-42, -21) [0, 0]
9532 U (-42, -20) [0, 0]
9533 L (-43, -20) [0, 0]
9534 D (-43, -21) [0, 0]
9535 R (-42, -21) [1, 1]
9536 D (-42, -22) [0, 0]
9537 L (-43, -22) [0, 0]
9538 D (-43, -23) [0, 0]
9539 R (-42, -23) [0, 0]
9540 D (-42, -24) [0, 0]
9541 L (-43, -24) [0, 0]
9542 U (-43, -23) [1, 1]
9543 L (-44, -23) [0, 0]
9544 U (-44, -22) [0, 0]
9545 R (-43, -22) [1, 1]
9546 D (-43, -23) [0, 2]
9547 L (-44, -23) [1, 1]
9548 D (-44, -24) [0, 0]
9549 L (-45, -24) [0, 0]
9550 U (-45, -23) [0, 0]
9551 R (-44, -23) [0, 2]
9552 D (-44, -24) [1, 1]
9553 L (-45, -24) [1, 1]
9554 D (-45, -25) [0, 0]
9555 L (-46, -25) [0, 0]
9556 D (-46, -26) [0, 0]
9557 L (-47, -26) [0, 0]
9558 D (-47, -27) [0, 0]
9559 L (-48, -27) [0, 0]
9560 U (-48, -26) [0, 0]
9561 R (-47, -26) [1, 1]
9562 U (-47, -25) [0, 0]
9563 L (-48, -25) [0, 0]
9564 D (-48, -26) [1, 1]
9565 R (-47, -26) [0, 2]
9566 D (-47, -27) [1, 1]
9567 R (-46, -27) [0, 0]
9568 D (-46, -28) [0, 0]
9569 L (-47, -28) [0, 0]
9570 U (-47, -27) [0, 2]
9571 R (-46, -27) [1, 1]
9572 D (-46, -28) [1, 1]
9573 R (-45, -28) [0, 0]
9574 D (-45, -29) [0, 0]
9575 R (-44, -29) [0, 0]
9576 D (-44, -30) [0, 0]
9577 R (-43, -30) [0, 0]
9578 D (-43, -31) [0, 0]
9579 L (-44, -31) [0, 0]
9580 U (-44, -30) [1, 1]
9581 L (-45, -30) [0, 0]
9582 D (-45, -31) [0, 0]
9583 R (-44, -31) [1, 1]
9584 U (-44, -30) [0, 2]
9585 R (-43, -30) [1, 1]
9586 U (-43, -29) [0, 0]
9587 R (-42, -29) [0, 0]
9588 D (-42, -30) [0, 0]
9589 L (-43, -30) [0, 2]
9590 U (-43, -29) [1, 1]
9591 R (-42, -29) [1, 1]
9592 U (-42, -28) [0, 0]
9593 R (-41, -28) [0, 0]
9594 U (-41, -27) [0, 0]
9595 R (-40, -27) [0, 0]
9596 U (-40, -26) [0, 0]
9597 R (-39, -26) [0, 0]
9598 D (-39, -27) [0, 0]
9599 L (-40, -27) [1, 1]
9600 D (-40, -28) [0, 0]
9601 R (-39, -28) [0, 0]
9602 U (-39, -27) [1, 1]
9603 L (-40, -27) [0, 2]
9604 U (-40, -26) [1, 1]
9605 L (-41, -26) [0, 0]
9606 U (-41, -25) [0, 0]
9607 R (-40, -25) [0, 0]
9608 D (-40, -26) [0, 2]
9609 L (-41, -26) [1, 1]
9610 U (-41, -25) [1, 1]
9611 L (-42, -25) [0, 0]
9612 U (-42, -24) [1, 1]
9613 R (-41, -24) [1, 1]
9614 U (-41, -23) [1, 1]
9615 R (-40, -23) [0, 2]
9616 D (-40, -24) [1, 1]
9617 R (-39, -24) [0, 0]
9618 D (-39, -25) [0, 0]
9619 L (-40, -25) [1, 1]
9620 U (-40, -24) [0, 2]
9621 L (-41, -24) [0, 2]
9622 U (-41, -23) [0, 2]
9623 L (-42, -23) [1, 1]
9624 U (-42, -22) [1, 1]
9625 R (-41, -22) [1, 1]
9626 U (-41, -21) [1, 1]
9627 R (-40, -21) [0, 2]
9628 D (-40, -22) [0, 2]
9629 L (-41, -22) [0, 2]
9630 D (-41, -23) [1, 3]
9631 R (-40, -23) [1, 3]
9632 U (-40, -22) [1, 3]
9633 L (-41, -22) [1, 3]
9634 U (-41, -21) [0, 2]
9635 L (-42, -21) [0, 2]
9636 D (-42, -22) [0, 2]
9637 R (-41, -22) [0, 4]
9638 D (-41, -23) [0, 4]
9639 L (-42, -23) [0, 2]
9640 U (-42, -22) [1, 3]
9641 R (-41, -22) [1, 5]
9642 D (-41, -23) [1, 5]
9643 L (-42, -23) [1, 3]
9644 U (-42, -22) [0, 4]
9645 R (-41, -22) [0, 6]
9646 D (-41, -23) [0, 6]
9647 L (-42, -23) [0, 4]
9648 U (-42, -22) [1, 5]
9649 L (-43, -22) [0, 2]
9650 U (-43, -21) [1, 1]
9651 R (-42, -21) [1, 3]
9652 D (-42, -22) [0, 6]
9653 R (-41, -22) [1, 7]
9654 D (-41, -23) [1, 7]
9655 R (-40, -23) [0, 4]
9656 D (-40, -24) [1, 3]
9657 R (-39, -24) [1, 1]
9658 U (-39, -23) [1, 1]
9659 R (-38, -23) [1, 1]
9660 U (-38, -22) [0, 2]
9661 L (-39, -22) [0, 2]
9662 D (-39, -23) [0, 2]
9663 L (-40, -23) [1, 5]
9664 U (-40, -22) [0, 4]
9665 L (-41, -22) [0, 8]
9666 U (-41, -21) [1, 3]
9667 R (-40, -21) [1, 3]
9668 D (-40, -22) [1, 5]
9669 L (-41, -22) [1, 9]
9670 U (-41, -21) [0, 4]
9671 R (-40, -21) [0, 4]
9672 D (-40, -22) [0, 6]
9673 L (-41, -22) [0, 10]
9674 D (-41, -23) [0, 8]
9675 L (-42, -23) [1, 5]
9676 D (-42, -24) [0, 2]
9677 R (-41, -24) [1, 3]
9678 D (-41, -25) [0, 2]
9679 R (-40, -25) [0, 2]
9680 U (-40, -24) [0, 4]
9681 R (-39, -24) [0, 2]
9682 D (-39, -25) [1, 1]
9683 R (-38, -25) [0, 0]
9684 D (-38, -26) [0, 0]
9685 L (-39, -26) [1, 1]
9686 U (-39, -25) [0, 2]
9687 R (-38, -25) [1, 1]
9688 D (-38, -26) [1, 1]
9689 R (-37, -26) [0, 0]
9690 D (-37, -27) [0, 0]
9691 L (-38, -27) [0, 0]
9692 U (-38, -26) [0, 2]
9693 L (-39, -26) [0, 2]
9694 U (-39, -25) [1, 3]
9695 L (-40, -25) [1, 3]
9696 U (-40, -24) [1, 5]
9697 L (-41, -24) [0, 4]
9698 D (-41, -25) [1, 3]
9699 L (-42, -25) [1, 1]
9700 D (-42, -26) [0, 0]
9701 L (-43, -26) [0, 0]
9702 U (-43, -25) [0, 0]
9703 R (-42, -25) [0, 2]
9704 D (-42, -26) [1, 1]
9705 L (-43, -26) [1, 1]
9706 U (-43, -25) [1, 1]
9707 R (-42, -25) [1, 3]
9708 U (-42, -24) [1, 3]
9709 R (-41, -24) [1, 5]
9710 D (-41, -25) [0, 4]
9711 L (-42, -25) [0, 4]
9712 U (-42, -24) [0, 4]
9713 R (-41, -24) [0, 6]
9714 D (-41, -25) [1, 5]
9715 L (-42, -25) [1, 5]
9716 U (-42, -24) [1, 5]
9717 R (-41, -24) [1, 7]
9718 D (-41, -25) [0, 6]
9719 R (-40, -25) [0, 4]
9720 U (-40, -24) [0, 6]
9721 R (-39, -24) [1, 3]
9722 U (-39, -23) [1, 3]
9723 L (-40, -23) [0, 6]
9724 U (-40, -22) [1, 7]
9725 R (-39, -22) [1, 3]
9726 D (-39, -23) [0, 4]
9727 R (-38, -23) [0, 2]
9728 U (-38, -22) [1, 3]
9729 L (-39, -22) [0, 4]
9730 U (-39, -21) [1, 3]
9731 L (-40, -21) [1, 5]
9732 U (-40, -20) [0, 2]
9733 L (-41, -20) [0, 0]
9734 U (-41, -19) [0, 2]
9735 L (-42, -19) [0, 2]
9736 D (-42, -20) [1, 1]
9737 R (-41, -20) [1, 1]
9738 U (-41, -19) [1, 3]
9739 R (-40, -19) [0, 2]
9740 D (-40, -20) [1, 3]
9741 L (-41, -20) [0, 2]
9742 D (-41, -21) [1, 5]
9743 R (-40, -21) [0, 6]
9744 D (-40, -22) [0, 8]
9745 L (-41, -22) [1, 11]
9746 D (-41, -23) [1, 9]
9747 L (-42, -23) [0, 6]
9748 D (-42, -24) [0, 6]
9749 R (-41, -24) [0, 8]
9750 D (-41, -25) [1, 7]
9751 L (-42, -25) [0, 6]
9752 U (-42, -24) [1, 7]
9753 R (-41, -24) [1, 9]
9754 U (-41, -23) [0, 10]
9755 R (-40, -23) [1, 7]
9756 D (-40, -24) [1, 7]
9757 L (-41, -24) [0, 10]
9758 U (-41, -23) [1, 11]
9759 L (-42, -23) [1, 7]
9760 D (-42, -24) [0, 8]
9761 R (-41, -24) [1, 11]
9762 U (-41, -23) [0, 12]
9763 L (-42, -23) [0, 8]
9764 D (-42, -24) [1, 9]
9765 R (-41, -24) [0, 12]
9766 U (-41, -23) [1, 13]
9767 R (-40, -23) [0, 8]
9768 D (-40, -24) [0, 8]
9769 R (-39, -24) [0, 4]
9770 U (-39, -23) [1, 5]
9771 L (-40, -23) [1, 9]
9772 U (-40, -22) [1, 9]
9773 L (-41, -22) [0, 12]
9774 U (-41, -21) [0, 6]
9775 L (-42, -21) [0, 4]
9776 U (-42, -20) [0, 2]
9777 L (-43, -20) [1, 1]
9778 D (-43, -21) [0, 2]
9779 L (-44, -21) [0, 0]
9780 U (-44, -20) [0, 0]
9781 L (-45, -20) [0, 0]
9782 D (-45, -21) [0, 0]
9783 R (-44, -21) [1, 1]
9784 U (-44, -20) [1, 1]
9785 L (-45, -20) [1, 1]
9786 D (-45, -21) [1, 1]
9787 R (-44, -21) [0, 2]
9788 U (-44, -20) [0, 2]
9789 R (-43, -20) [0, 2]
9790 D (-43, -21) [1, 3]
9791 R (-42, -21) [1, 5]
9792 U (-42, -20) [1, 3]
9793 L (-43, -20) [1, 3]
9794 U (-43, -19) [0, 2]
9795 L (-44, -19) [1, 1]
9796 U (-44, -18) [1, 1]
9797 R (-43, -18) [1, 3]
9798 U (-43, -17) [1, 1]
9799 L (-44, -17) [0, 0]
9800 U (-44, -16) [0, 0]
9801 L (-45, -16) [0, 0]
9802 D (-45, -17) [0, 0]
9803 R (-44, -17) [1, 1]
9804 D (-44, -18) [0, 2]
9805 L (-45, -18) [0, 0]
9806 D (-45, -19) [0, 0]
9807 R (-44, -19) [0, 2]
9808 U (-44, -18) [1, 3]
9809 R (-43, -18) [0, 4]
9810 D (-43, -19) [1, 3]
9811 R (-42, -19) [1, 3]
9812 U (-42, -18) [1, 3]
9813 L (-43, -18) [1, 5]
9814 U (-43, -17) [0, 2]
9815 R (-42, -17) [0, 2]
9816 D (-42, -18) [0, 4]
9817 L (-43, -18) [0, 6]
9818 U (-43, -17) [1, 3]
9819 R (-42, -17) [1, 3]
9820 U (-42, -16) [1, 1]
9821 R (-41, -16) [1, 1]
9822 D (-41, -17) [0, 2]
9823 R (-40, -17) [1, 1]
9824 D (-40, -18) [0, 2]
9825 L (-41, -18) [1, 3]
9826 D (-41, -19) [0, 4]
9827 L (-42, -19) [0, 4]
9828 U (-42, -18) [1, 5]
9829 R (-41, -18) [0, 4]
9830 U (-41, -17) [1, 3]
9831 R (-40, -17) [0, 2]
9832 U (-40, -16) [0, 0]
9833 R (-39, -16) [0, 0]
9834 U (-39, -15) [1, 1]
9835 L (-40, -15) [0, 0]
9836 D (-40, -16) [1, 1]
9837 R (-39, -16) [1, 1]
9838 U (-39, -15) [0, 2]
9839 L (-40, -15) [1, 1]
9840 D (-40, -16) [0, 2]
9841 R (-39, -16) [0, 2]
9842 D (-39, -17) [1, 1]
9843 R (-38, -17) [1, 1]
9844 U (-38, -16) [1, 1]
9845 R (-37, -16) [0, 2]
9846 D (-37, -17) [0, 2]
9847 R (-36, -17) [0, 4]
9848 U (-36, -16) [0, 2]
9849 R (-35, -16) [0, 2]
9850 U (-35, -15) [1, 1]
9851 L (-36, -15) [1, 3]
9852 D (-36, -16) [1, 3]
9853 L (-37, -16) [1, 3]
9854 U (-37, -15) [1, 3]
9855 R (-36, -15) [0, 4]
9856 D (-36, -16) [0, 4]
9857 L (-37, -16) [0, 4]
9858 U (-37, -15) [0, 4]
9859 R (-36, -15) [1, 5]
9860 U (-36, -14) [1, 5]
9861 R (-35, -14) [0, 2]
9862 U (-35, -13) [0, 4]
9863 L (-36, -13) [1, 9]
9864 U (-36, -12) [1, 11]
9865 R (-35, -12) [0, 8]
9866 D (-35, -13) [1, 5]
9867 R (-34, -13) [0, 4]
9868 D (-34, -14) [0, 0]
9869 L (-35, -14) [1, 3]
9870 U (-35, -13) [0, 6]
9871 L (-36, -13) [0, 10]
9872 U (-36, -12) [0, 12]
9873 R (-35, -12) [1, 9]
9874 D (-35, -13) [1, 7]
9875 L (-36, -13) [1, 11]
9876 D (-36, -14) [0, 6]
9877 R (-35, -14) [0, 4]
9878 D (-35, -15) [0, 2]
9879 L (-36, -15) [0, 6]
9880 D (-36, -16) [1, 5]
9881 R (-35, -16) [1, 3]
9882 U (-35, -15) [1, 3]
9883 L (-36, -15) [1, 7]
9884 U (-36, -14) [1, 7]
9885 R (-35, -14) [1, 5]
9886 D (-35, -15) [0, 4]
9887 L (-36, -15) [0, 8]
9888 U (-36, -14) [0, 8]
9889 R (-35, -14) [0, 6]
9890 D (-35, -15) [1, 5]
9891 L (-36, -15) [1, 9]
9892 U (-36, -14) [1, 9]
9893 R (-35, -14) [1, 7]
9894 D (-35, -15) [0, 6]
9895 R (-34, -15) [1, 1]
9896 D (-34, -16) [0, 2]
9897 L (-35, -16) [0, 4]
9898 U (-35, -15) [1, 7]
9899 L (-36, -15) [0, 10]
9900 U (-36, -14) [0, 10]
9901 L (-37, -14) [1, 3]
9902 U (-37, -13) [1, 9]
9903 R (-36, -13) [0, 12]
9904 U (-36, -12) [1, 13]
9905 L (-37, -12) [1, 9]
9906 U (-37, -11) [1, 3]
9907 L (-38, -11) [1, 3]
9908 D (-38, -12) [0, 6]
9909 R (-37, -12) [0, 10]
9910 D (-37, -13) [0, 10]
9911 L (-38, -13) [1, 3]
9912 U (-38, -12) [1, 7]
9913 R (-37, -12) [1, 11]
9914 U (-37, -11) [0, 4]
9915 L (-38, -11) [0, 4]
9916 D (-38, -12) [0, 8]
9917 R (-37, -12) [0, 12]
9918 U (-37, -11) [1, 5]
9919 L (-38, -11) [1, 5]
9920 D (-38, -12) [1, 9]
9921 R (-37, -12) [1, 13]
9922 D (-37, -13) [1, 11]
9923 L (-38, -13) [0, 4]
9924 D (-38, -14) [0, 0]
9925 L (-39, -14) [1, 1]
9926 D (-39, -15) [1, 3]
9927 R (-38, -15) [1, 1]
9928 U (-38, -14) [1, 1]
9929 R (-37, -14) [0, 4]
9930 U (-37, -13) [0, 12]
9931 L (-38, -13) [1, 5]
9932 U (-38, -12) [0, 10]
9933 L (-39, -12) [1, 3]
9934 D (-39, -13) [1, 1]
9935 R (-38, -13) [0, 6]
9936 U (-38, -12) [1, 11]
9937 R (-37, -12) [0, 14]
9938 U (-37, -11) [0, 6]
9939 L (-38, -11) [0, 6]
9940 U (-38, -10) [0, 0]
9941 R (-37, -10) [0, 2]
9942 U (-37, -9) [0, 2]
9943 R (-36, -9) [0, 6]
9944 U (-36, -8) [1, 5]
9945 R (-35, -8) [1, 5]
9946 U (-35, -7) [0, 2]
9947 L (-36, -7) [1, 5]
9948 D (-36, -8) [0, 6]
9949 L (-37, -8) [0, 4]
9950 U (-37, -7) [1, 5]
9951 L (-38, -7) [0, 2]
9952 U (-38, -6) [1, 1]
9953 L (-39, -6) [0, 0]
9954 U (-39, -5) [0, 0]
9955 L (-40, -5) [0, 0]
9956 D (-40, -6) [0, 0]
9957 L (-41, -6) [0, 0]
9958 D (-41, -7) [0, 0]
9959 L (-42, -7) [0, 0]
9960 U (-42, -6) [0, 0]
9961 L (-43, -6) [0, 0]
9962 U (-43, -5) [0, 0]
9963 L (-44, -5) [0, 0]
9964 U (-44, -4) [0, 0]
9965 R (-43, -4) [0, 0]
9966 D (-43, -5) [1, 1]
9967 R (-42, -5) [0, 0]
9968 D (-42, -6) [1, 1]
9969 R (-41, -6) [1, 1]
9970 U (-41, -5) [0, 0]
9971 R (-40, -5) [1, 1]
9972 U (-40, -4) [0, 0]
9973 R (-39, -4) [0, 0]
9974 D (-39, -5) [1, 1]
9975 R (-38, -5) [0, 0]
9976 D (-38, -6) [0, 2]
9977 R (-37, -6) [0, 2]
9978 D (-37, -7) [0, 6]
9979 R (-36, -7) [0, 6]
9980 U (-36, -6) [1, 1]
9981 L (-37, -6) [1, 3]
9982 U (-37, -5) [0, 0]
9983 R (-36, -5) [0, 0]
9984 D (-36, -6) [0, 2]
9985 R (-35, -6) [0, 0]
9986 D (-35, -7) [1, 3]
9987 R (-34, -7) [0, 0]
9988 D (-34, -8) [1, 3]
9989 R (-33, -8) [0, 0]
9990 D (-33, -9) [0, 8]
9991 R (-32, -9) [1, 7]
9992 D (-32, -10) [0, 8]
9993 L (-33, -10) [0, 10]
9994 U (-33, -9) [1, 9]
9995 L (-34, -9) [1, 7]
9996 D (-34, -10) [1, 11]
9997 L (-35, -10) [0, 10]
9998 U (-35, -9) [0, 8]
9999 L (-36, -9) [1, 7]
10000 D (-36, -10) [0, 6]
10001 L (-37, -10) [1, 3]
10002 U (-37, -9) [1, 3]
10003 L (-38, -9) [0, 0]
10004 U (-38, -8) [1, 1]
10005 R (-37, -8) [1, 5]
10006 D (-37, -9) [0, 4]
10007 R (-36, -9) [0, 8]
10008 D (-36, -10) [1, 7]
10009 R (-35, -10) [1, 11]
10010 D (-35, -11) [0, 10]
10011 L (-36, -11) [0, 6]
10012 D (-36, -12) [0, 14]
10013 R (-35, -12) [0, 10]
10014 D (-35, -13) [0, 8]
10015 R (-34, -13) [1, 5]
10016 D (-34, -14) [1, 1]
10017 R (-33, -14) [1, 1]
10018 U (-33, -13) [0, 4]
10019 L (-34, -13) [0, 6]
10020 D (-34, -14) [0, 2]
10021 L (-35, -14) [0, 8]
10022 U (-35, -13) [1, 9]
10023 L (-36, -13) [1, 13]
10024 D (-36, -14) [1, 11]
10025 R (-35, -14) [1, 9]
10026 D (-35, -15) [0, 8]
10027 R (-34, -15) [0, 2]
10028 U (-34, -14) [1, 3]
10029 L (-35, -14) [0, 10]
10030 U (-35, -13) [0, 10]
10031 R (-34, -13) [1, 7]
10032 U (-34, -12) [0, 4]
10033 L (-35, -12) [1, 11]
10034 U (-35, -11) [1, 11]
10035 R (-34, -11) [1, 7]
10036 D (-34, -12) [1, 5]
10037 R (-33, -12) [0, 4]
10038 D (-33, -13) [1, 5]
10039 L (-34, -13) [0, 8]
10040 U (-34, -12) [0, 6]
10041 R (-33, -12) [1, 5]
10042 D (-33, -13) [0, 6]
10043 L (-34, -13) [1, 9]
10044 U (-34, -12) [1, 7]
10045 R (-33, -12) [0, 6]
10046 U (-33, -11) [1, 3]
10047 R (-32, -11) [0, 4]
10048 D (-32, -12) [1, 3]
10049 L (-33, -12) [1, 7]
10050 D (-33, -13) [1, 7]
10051 R (-32, -13) [0, 2]
10052 U (-32, -12) [0, 4]
10053 R (-31, -12) [0, 4]
10054 U (-31, -11) [0, 6]
10055 L (-32, -11) [1, 5]
10056 D (-32, -12) [1, 5]
10057 L (-33, -12) [0, 8]
10058 U (-33, -11) [0, 4]
10059 L (-34, -11) [0, 8]
10060 D (-34, -12) [0, 8]
10061 R (-33, -12) [1, 9]
10062 U (-33, -11) [1, 5]
10063 L (-34, -11) [1, 9]
10064 D (-34, -12) [1, 9]
10065 R (-33, -12) [0, 10]
10066 U (-33, -11) [0, 6]
10067 L (-34, -11) [0, 10]
10068 U (-34, -10) [0, 12]
10069 R (-33, -10) [1, 11]
10070 U (-33, -9) [0, 10]
10071 R (-32, -9) [0, 8]
10072 U (-32, -8) [0, 2]
10073 L (-33, -8) [1, 1]
10074 U (-33, -7) [0, 0]
10075 L (-34, -7) [1, 1]
10076 D (-34, -8) [0, 4]
10077 L (-35, -8) [0, 6]
10078 U (-35, -7) [0, 4]
10079 R (-34, -7) [0, 2]
10080 U (-34, -6) [0, 0]
10081 R (-33, -6) [0, 0]
10082 D (-33, -7) [1, 1]
10083 R (-32, -7) [1, 1]
10084 D (-32, -8) [1, 3]
10085 R (-31, -8) [0, 4]
10086 U (-31, -7) [1, 1]
10087 L (-32, -7) [0, 2]
10088 U (-32, -6) [0, 0]
10089 R (-31, -6) [0, 0]
10090 D (-31, -7) [0, 2]
10091 L (-32, -7) [1, 3]
10092 D (-32, -8) [0, 4]
10093 R (-31, -8) [1, 5]
10094 D (-31, -9) [1, 5]
10095 L (-32, -9) [1, 9]
10096 D (-32, -10) [1, 9]
10097 L (-33, -10) [0, 12]
10098 U (-33, -9) [1, 11]
10099 L (-34, -9) [0, 8]
10100 U (-34, -8) [1, 5]
10101 L (-35, -8) [1, 7]
10102 U (-35, -7) [1, 5]
10103 L (-36, -7) [1, 7]
10104 U (-36, -6) [1, 3]
10105 R (-35, -6) [1, 1]
10106 D (-35, -7) [0, 6]
10107 R (-34, -7) [1, 3]
10108 U (-34, -6) [1, 1]
10109 R (-33, -6) [1, 1]
10110 U (-33, -5) [0, 0]
10111 L (-34, -5) [0, 0]
10112 D (-34, -6) [0, 2]
10113 R (-33, -6) [0, 2]
10114 U (-33, -5) [1, 1]
10115 R (-32, -5) [0, 0]
10116 U (-32, -4) [0, 0]
10117 R (-31, -4) [0, 0]
10118 U (-31, -3) [0, 0]
10119 L (-32, -3) [0, 0]
10120 D (-32, -4) [1, 1]
10121 R (-31, -4) [1, 1]
10122 U (-31, -3) [1, 1]
10123 L (-32, -3) [1, 1]
10124 D (-32, -4) [0, 2]
10125 R (-31, -4) [0, 2]
10126 D (-31, -5) [0, 0]
10127 L (-32, -5) [1, 1]
10128 D (-32, -6) [1, 1]
10129 R (-31, -6) [1, 1]
10130 U (-31, -5) [1, 1]
10131 R (-30, -5) [0, 0]
10132 U (-30, -4) [0, 0]
10133 L (-31, -4) [1, 3]
10134 U (-31, -3) [0, 2]
10135 R (-30, -3) [0, 0]
10136 D (-30, -4) [1, 1]
10137 R (-29, -4) [0, 0]
10138 U (-29, -3) [0, 0]
10139 L (-30, -3) [1, 1]
10140 U (-30, -2) [0, 0]
10141 L (-31, -2) [0, 0]
10142 U (-31, -1) [0, 0]
10143 R (-30, -1) [0, 0]
10144 U (-30, 0) [0, 0]
10145 R (-29, 0) [0, 0]
10146 D (-29, -1) [0, 0]
10147 R (-28, -1) [0, 0]
10148 D (-28, -2) [0, 0]
10149 L (-29, -2) [0, 0]
10150 D (-29, -3) [1, 1]
10151 R (-28, -3) [0, 0]
10152 D (-28, -4) [0, 0]
10153 L (-29, -4) [1, 1]
10154 D (-29, -5) [0, 0]
10155 L (-30, -5) [1, 1]
10156 D (-30, -6) [1, 1]
10157 R (-29, -6) [0, 2]
10158 D (-29, -7) [1, 3]
10159 R (-28, -7) [1, 3]
10160 U (-28, -6) [1, 1]
10161 R (-27, -6) [0, 0]
10162 D (-27, -7) [1, 5]
10163 R (-26, -7) [0, 4]
10164 U (-26, -6) [0, 4]
10165 R (-25, -6) [1, 5]
10166 D (-25, -7) [0, 4]
10167 R (-24, -7) [0, 6]
10168 D (-24, -8) [1, 7]
10169 L (-25, -8) [1, 7]
10170 U (-25, -7) [1, 5]
